Semester;Alter;Geschlecht;Studiengang;Schulabschluss;Bundesland;Entfernung;Fahrtdauer;HaeufSmartphone;HaeufMobInternet;HaeufNotebook;HaeufDesktopPC;HaeufStatInternet;HaeufTabletPC;HaeufEBookReader;HaeufWhatsApp;HaeufFacebook;HaeufInstagram;HaeufTwitter;HaeufXing;HaeufLinkedIn;HaeufAndere;QuelleLV;QuelleMoodle;QuelleBuecher;QuelleAufsaetze;QuelleGespraeche;QuelleWikipedia;QuelleLehrvideos;QuelleVortraege;QuelleAndere;BewertVortraege;BewertFolien;BewertGruppenarb;BewertBegleitmat;BewertBibliothek;BewertLernwelt;OVS_Sal1;OVS_Reac1;OVS_Mon1;OVS_Sal2;OVS_Reac2;OVS_Mon2;OVS_Sal3;OVS_Reac3;OVS_Mon3;OVS_Sal4;OVS_Reac4;OVS_Mon4;N_Manip1;N_Angeb1;N_Einzig1;N_Angeb2;N_Einzig2;N_Ueberh1;N_Manip2;N_Anspr1;N_Ueberh2;N_Einzig3;N_Anspr2;N_Anspr3;N_Aut1;N_Aut2;N_Aut3;N_Anspr4;N_Ueberh3;IKU1;IKU2;EKU1;EKU2
SoSe20;19;1;4;1;Baden-Wuerttemberg;30;30;3;3;5;2;5;1;1;5;1;3;1;1;1;1;4;5;3;2;2;3;3;2;2;2;2;2;3;4;3;4;4;4;4;4;4;2;3;3;2;3;2;2;2;4;3;2;4;2;3;5;4;2;4;3;2;4;5;3;3;5;3;5
SoSe20;24;1;4;3;Baden-Wuerttemberg;13;40;2;2;5;1;4;1;1;3;1;1;1;1;1;1;5;5;4;1;2;2;4;1;2;3;2;3;4;4;-99;3;4;4;2;4;4;2;3;2;3;3;3;3;2;2;2;3;3;4;4;4;2;2;2;4;3;5;2;3;5;5;1;2
SoSe20;22;1;4;1;Baden-Wuerttemberg;2;7;1;1;5;1;5;5;1;5;2;1;1;1;1;1;5;5;3;1;2;1;2;1;1;1;3;1;2;2;2;3;3;4;4;5;4;3;2;4;4;3;3;2;3;1;5;2;1;2;4;1;5;4;5;3;3;2;1;2;5;5;3;4
SoSe20;20;2;3;1;Nordrhein-Westfalen;11;40;4;4;4;5;1;1;1;5;1;3;1;1;1;-99;5;5;5;4;5;2;2;2;-99;2;2;2;2;1;2;4;3;3;4;3;4;3;3;4;3;3;3;2;3;5;4;3;4;3;2;4;4;4;4;4;4;4;3;3;3;5;3;4
SoSe20;26;1;4;3;Baden-Wuerttemberg;46;55;2;2;5;4;5;1;1;4;1;1;1;1;1;3;3;4;4;2;2;3;4;2;2;2;2;4;2;2;3;3;4;2;2;4;3;1;2;2;2;2;2;1;2;2;2;3;2;3;2;2;2;2;4;2;2;3;2;3;4;4;2;2
SoSe20;20;1;2;3;Baden-Wuerttemberg;14;20;5;4;5;1;5;5;1;5;1;1;1;1;1;1;3;5;1;1;1;3;5;5;1;3;2;5;4;3;2;4;3;3;3;3;3;3;3;3;3;3;3;2;1;1;1;1;1;2;5;2;1;1;1;1;1;3;5;3;4;4;3;5
SoSe20;19;1;4;1;Baden-Wuerttemberg;45;40;2;1;1;5;5;5;1;3;1;1;1;1;1;3;5;4;2;2;1;2;4;3;2;2;2;3;3;3;2;4;4;3;3;4;4;1;1;2;2;2;3;2;3;4;2;3;5;2;2;3;4;3;4;4;3;4;4;3;4;5;2;2
SoSe20;25;1;4;3;Baden-Wuerttemberg;30;35;3;3;4;5;5;2;1;4;1;1;1;1;1;1;4;4;2;3;3;1;4;2;4;2;3;2;3;1;2;3;2;4;2;5;3;1;3;2;3;2;3;4;2;1;1;3;2;4;2;3;1;1;4;2;3;2;3;4;5;3;1;4
SoSe20;21;2;3;2;Baden-Wuerttemberg;45;60;3;2;5;1;5;1;1;5;1;4;1;1;1;2;5;5;4;1;5;2;4;1;2;2;1;2;3;2;3;4;3;3;2;4;3;1;2;1;1;1;2;1;4;1;1;1;3;2;2;2;3;4;2;4;4;3;3;5;5;4;2;2
SoSe20;19;2;3;1;Baden-Wuerttemberg;25;45;5;3;1;5;5;1;1;3;1;1;1;1;1;1;4;4;3;2;4;2;4;3;1;2;3;1;2;1;2;-99;4;4;5;5;5;4;3;4;3;2;2;3;1;4;2;3;5;3;4;3;3;4;4;3;3;5;3;5;4;5;3;3
SoSe20;26;2;3;2;Baden-Wuerttemberg;80;90;2;5;5;5;5;3;1;5;1;3;1;1;1;1;5;5;2;3;5;3;5;3;1;2;4;-99;2;1;1;4;3;3;3;3;3;1;2;3;4;1;1;3;1;2;1;1;1;2;1;1;2;1;1;1;1;2;1;2;5;5;3;3
SoSe20;21;2;3;1;Baden-Wuerttemberg;44;40;5;3;5;1;5;1;1;4;1;2;1;1;1;1;5;5;1;1;5;2;3;1;1;2;2;2;3;3;2;5;3;3;1;3;4;1;1;3;1;1;2;1;1;1;1;2;1;5;1;3;3;1;3;1;2;1;4;3;4;3;2;5
SoSe20;20;1;4;1;Rheinland-Pfalz;5;30;5;5;5;2;5;4;1;5;1;1;1;1;1;1;5;5;3;3;3;3;3;3;3;2;2;3;2;1;2;4;4;4;4;4;4;4;4;4;4;4;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;3;3;3
SoSe20;21;1;4;3;-99;15;40;4;3;1;5;5;1;1;4;1;1;1;1;1;1;5;5;3;3;4;3;2;1;2;2;2;1;3;1;3;-99;1;2;3;1;1;1;1;3;2;1;2;3;3;1;2;1;2;3;3;4;2;1;4;1;1;3;3;4;5;4;2;3
SoSe20;27;1;4;1;Baden-Wuerttemberg;24;40;2;2;5;1;5;1;1;5;2;2;1;1;1;1;2;3;3;2;3;1;3;3;5;3;3;5;3;3;2;5;5;3;3;5;4;2;1;2;4;2;3;4;2;5;3;3;4;4;2;5;5;4;3;3;4;4;5;4;2;5;3;3
SoSe20;21;1;4;1;Baden-Wuerttemberg;30;35;2;2;3;5;5;1;1;2;1;1;1;1;2;1;-99;4;2;3;1;1;2;2;4;2;1;3;2;3;3;4;2;2;3;1;1;1;1;2;1;1;2;5;3;3;4;3;4;5;5;4;2;4;4;4;2;4;5;5;5;5;1;1
SoSe20;24;1;3;3;Bayern;250;30;3;4;5;1;5;1;1;5;2;4;1;1;1;1;5;5;4;3;4;2;4;4;2;2;1;1;3;2;1;3;2;2;4;2;3;1;2;3;2;1;3;4;2;2;1;1;4;3;2;4;3;1;3;3;3;5;2;4;5;5;1;2
SoSe20;24;2;4;1;Baden-Wuerttemberg;14;35;3;5;4;2;5;4;1;5;1;1;1;1;1;1;3;5;1;1;3;1;5;3;1;3;4;3;2;2;2;4;5;4;4;5;3;3;2;5;4;2;2;1;-99;1;3;3;2;3;4;2;1;1;5;1;1;2;3;2;2;5;3;3
SoSe20;18;2;3;1;Baden-Wuerttemberg;60;60;4;2;5;1;5;5;1;4;1;2;1;1;1;1;2;4;5;1;4;1;2;1;1;2;2;2;2;3;-99;3;3;3;3;3;3;1;1;2;1;1;2;1;2;2;2;2;5;5;3;2;5;1;1;4;4;5;4;5;4;5;2;2
SoSe20;30;1;1;2;Bayern;14;40;4;1;5;1;5;1;1;5;1;1;1;1;2;-99;5;5;3;2;4;2;3;2;-99;2;2;2;2;2;3;3;3;2;2;3;1;1;3;1;1;1;1;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;5;5;5;2;3
SoSe20;20;2;3;3;Baden-Wuerttemberg;27;40;4;3;5;1;5;5;1;5;1;1;1;1;1;3;5;5;4;3;4;1;4;3;1;1;2;1;1;2;2;3;3;4;2;4;4;1;1;3;3;1;3;2;2;3;2;4;3;3;3;2;2;3;4;4;4;3;4;4;5;5;3;2
SoSe20;-99;1;4;1;Baden-Wuerttemberg;25;80;2;1;5;4;5;2;1;3;1;1;1;1;1;1;5;3;4;2;3;2;2;3;3;2;2;3;2;1;2;4;3;2;3;2;1;1;2;1;2;1;2;2;3;1;2;3;1;3;1;3;2;2;1;2;4;2;2;3;3;4;3;3
SoSe20;23;2;2;3;Baden-Wuerttemberg;5;35;3;4;5;3;5;1;3;5;1;1;1;1;3;4;5;4;4;3;4;2;4;4;5;2;2;3;2;1;2;3;4;3;4;5;3;2;3;4;3;4;4;2;3;3;1;1;2;3;5;3;2;3;4;2;3;5;3;2;5;5;3;5
SoSe20;20;2;3;1;Baden-Wuerttemberg;50;50;4;4;5;1;5;5;1;5;1;2;1;1;1;1;5;5;2;1;4;1;4;2;1;2;3;2;1;2;2;4;4;3;2;5;5;2;3;2;3;4;3;3;3;4;3;3;2;2;3;1;2;2;2;2;2;4;3;2;4;5;4;3
SoSe20;20;1;3;1;Baden-Wuerttemberg;20;25;3;3;5;1;1;2;1;5;1;2;1;1;1;1;4;4;4;2;3;2;4;3;2;2;3;-99;2;2;3;5;4;3;4;4;3;1;3;4;3;3;2;4;2;2;2;4;3;3;5;4;4;4;5;4;4;5;3;4;5;5;2;3
SoSe20;21;1;3;3;Baden-Wuerttemberg;30;45;5;5;5;1;4;5;1;3;1;2;1;1;1;1;4;4;3;2;1;2;3;2;2;2;2;2;3;2;2;5;4;4;4;4;4;4;4;4;4;4;4;3;1;1;1;2;2;4;1;3;5;2;3;2;2;3;5;3;4;4;3;3
SoSe20;24;1;3;3;Baden-Wuerttemberg;10;30;2;3;5;2;5;1;1;4;1;1;1;1;1;1;5;4;3;2;2;2;3;3;1;2;4;2;2;1;1;4;4;3;2;3;3;-99;1;3;-99;1;2;5;2;1;3;2;3;2;2;4;3;4;5;2;2;4;1;4;3;5;1;2
SoSe20;22;2;2;1;Baden-Wuerttemberg;20;60;2;2;5;1;5;3;1;5;1;1;1;1;1;1;5;5;4;4;5;2;2;2;1;2;2;2;2;2;2;3;3;4;3;4;4;1;2;3;2;2;3;1;2;1;2;3;1;3;3;3;3;2;2;2;2;3;1;2;5;5;2;2
SoSe20;19;1;1;1;Baden-Wuerttemberg;34;60;2;2;1;5;5;5;1;4;1;1;1;1;3;4;5;5;2;3;3;2;3;2;3;1;1;2;2;2;2;4;4;3;3;4;4;2;3;3;2;3;3;4;2;3;3;2;4;3;3;4;4;2;4;4;4;4;1;4;4;5;1;1
SoSe20;21;1;4;1;Baden-Wuerttemberg;28;60;2;2;5;5;5;5;1;2;1;1;1;1;1;1;2;3;3;3;3;2;4;5;3;3;3;3;2;3;2;3;3;3;4;4;3;2;2;4;-99;3;3;3;2;2;2;4;3;4;2;4;3;4;4;2;2;4;2;2;5;5;2;3
SoSe20;21;2;1;1;Baden-Wuerttemberg;88;83;4;5;4;4;4;5;2;4;1;4;1;1;1;3;4;4;1;2;2;1;5;3;4;1;3;2;2;2;2;3;4;2;2;4;2;2;2;2;2;2;2;2;3;2;1;1;1;4;2;1;2;1;2;2;2;3;2;2;4;4;3;4
SoSe20;26;1;3;3;Baden-Wuerttemberg;30;60;3;2;2;5;5;1;1;3;1;2;1;1;1;1;3;5;2;1;5;2;3;1;1;3;3;2;2;2;4;3;4;3;3;4;4;1;3;3;2;3;4;3;3;1;4;2;3;4;3;1;5;2;3;2;2;3;1;3;4;5;3;3
SoSe20;20;2;1;1;Bayern;7;20;5;4;5;5;5;4;2;5;1;2;1;1;3;3;5;5;2;2;4;2;4;2;1;2;1;2;1;3;-99;4;3;3;4;2;3;1;2;4;3;3;4;3;2;1;2;2;3;3;2;3;5;3;5;2;1;3;1;1;4;4;2;2
SoSe20;19;2;1;1;Baden-Wuerttemberg;120;120;2;3;5;1;5;2;1;4;1;1;1;1;3;1;4;3;2;3;2;2;2;2;1;2;1;5;2;2;2;2;3;2;3;2;2;4;3;2;3;2;3;2;3;2;2;2;2;3;1;2;4;1;3;1;1;4;2;2;4;5;2;3
SoSe20;25;2;2;1;Baden-Wuerttemberg;16;55;3;2;5;3;4;4;1;3;1;1;2;4;4;1;2;5;5;4;3;-99;4;4;3;2;2;3;2;4;3;3;2;3;2;2;2;1;1;1;1;1;1;1;1;3;1;1;2;1;1;1;3;1;5;3;1;5;4;2;4;4;1;3
SoSe20;21;2;3;1;Baden-Wuerttemberg;25;30;5;5;5;1;1;1;1;4;3;3;2;1;1;1;4;5;3;2;-99;2;5;3;1;3;2;1;1;2;2;4;3;5;3;4;5;1;1;5;4;2;5;1;1;3;3;2;3;1;2;1;3;1;4;3;3;4;4;2;4;5;3;4
SoSe20;26;2;2;1;Baden-Wuerttemberg;15;25;2;3;2;5;5;1;1;4;1;1;1;1;1;1;4;4;2;2;2;1;1;2;2;2;1;5;2;3;3;4;3;2;4;4;2;1;2;1;3;2;2;3;1;1;2;3;1;2;2;1;2;4;4;3;2;2;1;5;4;4;2;2
SoSe20;34;1;2;3;Baden-Wuerttemberg;25;50;2;2;1;5;5;1;1;5;1;2;1;1;1;1;5;5;2;3;3;2;3;1;1;2;2;1;2;3;3;3;4;4;3;5;3;1;2;1;2;2;3;4;4;2;1;2;1;3;1;4;5;3;2;5;3;3;3;5;5;5;2;1
SoSe20;19;2;1;1;Sachsen-Anhalt;600;420;3;5;5;2;5;4;1;4;1;2;1;1;2;2;5;3;2;2;4;2;1;2;1;1;2;3;2;3;4;3;4;3;3;5;4;2;3;4;3;3;2;3;2;1;2;2;1;2;2;2;3;3;3;2;1;2;3;1;4;5;3;3
SoSe20;21;2;1;1;Baden-Wuerttemberg;31;45;2;2;5;2;5;2;1;5;1;2;1;2;3;2;5;5;3;2;2;2;5;5;2;2;2;2;1;2;-99;2;3;2;2;4;3;4;2;3;2;3;2;2;2;2;1;2;3;3;2;3;3;1;1;4;3;5;3;2;5;5;2;1
SoSe20;29;1;1;1;Baden-Wuerttemberg;40;60;2;2;5;1;5;1;1;3;1;1;1;1;1;1;5;5;1;2;2;2;3;2;3;3;2;3;2;2;2;2;2;2;1;2;1;1;1;2;2;2;1;3;3;1;3;2;1;4;2;2;2;2;1;1;2;1;1;1;3;3;2;2
SoSe20;20;2;1;1;Baden-Wuerttemberg;40;90;2;2;5;2;5;4;1;3;1;1;1;1;1;1;5;5;2;3;4;2;4;1;2;1;2;2;2;3;5;3;4;3;3;4;4;2;1;3;3;2;3;3;2;1;2;3;1;1;3;3;4;4;2;3;2;2;2;4;4;3;2;-99
SoSe20;20;2;3;1;Baden-Wuerttemberg;9;10;3;2;5;1;5;4;2;3;1;2;1;1;1;1;4;4;3;2;4;1;4;3;3;3;2;3;2;1;3;3;3;4;3;3;4;2;2;4;2;2;3;2;2;1;2;2;1;3;2;1;2;2;1;2;2;4;3;3;4;5;3;3
SoSe20;24;2;2;3;Baden-Wuerttemberg;7;24;3;2;5;1;5;1;1;5;1;5;1;1;1;1;5;5;2;2;5;1;3;3;1;2;2;2;3;4;4;4;3;3;2;2;3;1;-99;3;3;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;3;1;4
SoSe20;20;2;2;3;Baden-Wuerttemberg;80;60;2;1;5;2;5;1;1;2;1;1;1;1;1;1;5;5;4;4;5;2;2;2;2;1;2;1;2;3;3;3;4;2;2;4;3;2;1;1;2;3;2;3;1;1;3;2;3;2;2;4;4;4;1;3;4;3;4;3;4;5;3;4
SoSe20;20;2;2;1;Baden-Wuerttemberg;20;35;4;3;5;1;4;3;3;5;1;1;1;1;1;-99;5;5;2;3;4;2;3;2;2;2;3;4;1;2;1;3;4;2;1;3;2;1;3;4;2;1;2;2;3;4;3;2;2;3;2;2;2;2;3;2;3;3;4;2;4;4;3;2
SoSe20;19;2;2;1;Baden-Wuerttemberg;10;30;3;3;4;1;1;2;1;4;1;2;1;1;1;1;5;5;4;4;2;5;4;5;-99;2;2;2;2;2;2;2;3;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;2;1;3;2;3;3;2;4;3;3;3
SoSe20;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe20;23;1;2;3;Baden-Wuerttemberg;10;20;5;5;3;1;4;4;1;5;5;3;1;1;1;1;3;3;1;1;5;4;5;5;1;3;4;4;4;5;5;5;4;4;4;4;3;3;3;-99;2;2;4;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5
SoSe20;19;1;4;2;Baden-Wuerttemberg;21;35;5;5;2;4;4;5;1;5;1;2;1;1;2;3;5;5;2;2;5;2;3;4;2;2;2;1;3;1;1;4;2;3;2;1;3;1;1;4;4;2;3;1;3;3;3;4;4;4;3;2;5;3;5;3;3;5;5;4;3;5;3;2
SoSe20;21;2;2;3;Baden-Wuerttemberg;40;60;3;3;5;5;4;5;2;5;1;1;1;1;1;1;4;3;2;2;5;3;3;1;1;4;3;2;2;2;2;3;3;2;2;3;1;1;2;1;3;2;1;2;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;2;3;3;3;2
SoSe20;21;2;2;3;Baden-Wuerttemberg;12;20;5;5;4;1;5;3;1;3;4;3;1;1;1;1;2;5;1;5;5;1;4;4;2;3;4;4;5;2;1;4;3;4;5;3;4;1;2;2;1;2;4;5;5;1;3;4;2;4;3;4;4;5;2;5;5;3;2;5;5;5;2;5
SoSe20;18;1;1;1;Baden-Wuerttemberg;20;70;2;1;1;5;5;5;1;2;1;1;1;1;1;1;5;3;1;2;2;2;2;2;2;3;2;3;2;3;3;4;3;2;3;3;2;1;1;3;4;1;2;2;2;1;2;3;1;3;2;2;2;2;2;1;1;2;3;2;3;3;3;2
SoSe20;20;1;3;1;Baden-Wuerttemberg;6;20;2;2;5;1;4;1;1;3;1;1;1;1;1;1;4;5;2;2;3;4;2;2;1;2;2;2;2;2;2;3;4;3;3;3;2;1;2;2;2;2;1;2;2;2;1;2;4;3;3;2;4;2;4;3;3;5;3;3;5;5;1;1
SoSe20;29;2;2;3;Baden-Wuerttemberg;5;30;2;2;5;1;5;2;1;4;1;1;1;1;1;1;5;5;5;2;4;3;3;1;2;1;1;2;1;2;3;3;2;3;1;1;3;1;2;4;4;1;2;1;4;1;1;3;3;2;3;2;4;3;3;3;3;4;4;4;5;5;2;4
SoSe20;24;1;2;1;Baden-Wuerttemberg;20;35;1;1;5;1;5;3;1;3;1;1;1;1;1;1;5;3;2;1;2;3;3;1;1;3;4;4;2;2;-99;3;3;2;4;1;3;1;1;1;2;2;3;4;4;2;1;1;3;5;-99;4;4;3;3;5;2;3;5;5;3;3;4;4
SoSe20;21;2;1;1;Baden-Wuerttemberg;25;30;5;5;1;1;5;5;1;5;1;1;1;1;4;3;5;5;1;2;5;3;3;2;3;2;3;3;2;3;4;4;4;3;3;3;4;2;3;2;3;3;2;3;3;3;3;2;2;3;2;2;2;2;2;2;2;3;2;1;3;4;3;2
SoSe20;22;2;2;3;Baden-Wuerttemberg;43;34;3;2;5;1;5;5;1;5;1;1;1;1;1;3;5;5;3;3;4;2;2;2;1;2;2;3;1;3;5;1;2;3;1;2;2;1;1;1;2;1;2;1;1;1;2;1;2;2;1;2;2;2;1;2;1;1;1;2;3;5;2;4
SoSe20;21;1;2;1;Baden-Wuerttemberg;20;40;1;1;3;5;5;4;1;5;1;2;2;1;1;1;4;5;3;2;4;2;3;1;1;2;1;2;2;3;3;4;3;2;1;2;3;1;1;1;2;1;3;1;1;2;1;4;3;3;3;3;4;4;2;4;4;4;4;4;5;4;2;3
SoSe20;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe20;20;2;2;3;Baden-Wuerttemberg;60;70;2;2;5;1;1;1;1;4;1;1;1;1;1;1;5;4;3;2;4;4;3;1;1;2;2;3;2;2;2;4;3;3;4;5;4;3;3;3;4;3;3;2;2;2;3;2;1;4;1;1;1;1;3;3;2;2;2;3;3;3;3;5
SoSe20;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe20;25;1;3;3;Baden-Wuerttemberg;37;60;2;3;5;1;5;5;1;3;1;1;1;1;1;1;3;5;2;1;3;1;3;1;1;3;2;2;4;2;2;2;2;2;2;2;2;2;1;4;3;2;2;4;1;1;1;1;1;3;1;1;1;1;1;4;1;1;1;1;3;4;2;2
SoSe20;20;2;2;1;Baden-Wuerttemberg;110;90;2;1;5;1;1;1;1;3;1;1;1;1;1;1;5;5;2;1;1;1;1;1;1;2;1;3;2;2;5;4;3;3;3;5;4;1;2;1;3;2;1;2;2;1;3;2;1;3;4;3;2;2;4;3;4;4;2;1;4;4;1;2
SoSe20;21;2;1;1;Baden-Wuerttemberg;9;35;2;2;5;1;5;1;1;3;1;1;1;1;2;1;5;5;1;1;2;2;3;1;1;2;2;3;2;2;2;3;3;2;2;1;2;1;1;2;3;2;2;4;2;1;2;1;2;3;1;3;5;2;3;2;3;2;4;3;4;4;2;2
SoSe20;24;1;2;2;Baden-Wuerttemberg;17;45;3;3;5;3;5;5;1;3;1;1;1;1;1;1;5;5;4;1;2;3;4;1;3;2;3;2;2;3;3;3;3;3;3;3;3;2;3;3;3;2;3;1;3;2;2;2;3;3;3;3;2;3;3;3;3;3;4;3;4;4;2;3
SoSe20;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe20;28;1;4;1;Baden-Wuerttemberg;11;20;2;3;5;5;5;4;2;5;1;1;1;1;2;2;5;5;4;4;3;3;3;3;3;2;3;2;2;3;2;1;3;5;1;3;4;4;3;3;2;2;5;2;3;2;2;2;3;3;5;3;3;4;5;4;4;5;3;5;4;5;3;3
SoSe21;85;3;1;1;Saarland;266;150;3;2;4;3;3;2;3;3;2;5;1;3;4;5;1;2;2;1;1;2;2;3;4;2;3;3;2;3;4;3;2;3;3;3;3;3;2;2;4;4;5;3;3;2;5;3;2;3;3;2;4;4;3;3;4;4;3;3;2;3;3;2
SoSe21;24;2;1;3;Bayern;10;10;2;2;5;5;5;3;1;5;1;1;1;1;1;1;5;5;3;2;2;1;3;3;3;2;2;4;2;3;3;3;4;2;2;5;3;1;2;4;2;3;1;5;1;1;1;1;1;4;3;1;1;4;3;1;1;3;1;2;5;4;2;1
SoSe21;20;2;2;1;Baden-Wuerttemberg;5;45;-99;-99;5;-99;-99;-99;-99;4;-99;3;-99;-99;-99;-99;2;3;-99;-99;-99;5;5;-99;-99;3;3;4;2;3;3;3;3;1;2;3;2;2;3;2;4;4;3;2;1;1;1;5;1;5;3;1;1;1;1;1;1;5;5;1;2;5;2;4
SoSe21;24;2;1;3;Baden-Wuerttemberg;3;25;5;5;5;1;5;3;1;5;1;1;1;1;1;1;5;5;2;4;4;1;4;1;1;2;1;2;2;2;2;3;4;3;1;4;3;1;2;2;2;3;1;1;1;3;1;3;3;2;2;2;5;3;3;2;2;4;2;2;5;5;2;4
SoSe21;20;2;1;1;Bayern;150;90;2;2;5;3;5;3;1;5;1;2;1;1;1;1;4;5;2;4;1;1;3;3;4;2;2;1;1;2;2;3;4;2;2;4;3;2;-99;3;2;3;2;3;3;3;2;3;4;4;3;3;3;2;3;3;3;5;3;4;5;5;2;2
SoSe21;18;2;1;1;Baden-Wuerttemberg;14;40;3;1;1;5;5;1;1;3;1;1;1;1;1;2;5;5;2;3;4;1;2;2;1;2;2;1;3;2;3;4;4;2;3;2;3;1;4;3;4;4;2;1;3;2;2;4;1;3;1;3;2;2;4;3;3;2;1;2;3;4;2;1
SoSe21;21;2;2;1;Baden-Wuerttemberg;40;60;4;4;5;1;5;4;1;5;1;3;1;1;1;5;5;5;3;4;3;2;4;3;5;1;2;2;1;3;-99;4;5;4;3;5;4;3;4;5;4;3;4;3;2;1;1;2;3;2;1;2;4;1;2;2;2;4;1;3;4;5;3;4
SoSe21;20;2;1;1;Baden-Wuerttemberg;14;30;5;5;5;5;5;5;1;5;1;1;1;1;1;1;4;3;2;1;2;1;4;5;1;3;3;2;2;-99;-99;3;2;2;3;3;3;1;1;1;2;1;1;2;1;1;1;1;1;4;3;3;3;1;3;3;2;4;4;4;5;5;2;5
SoSe21;21;2;1;3;Baden-Wuerttemberg;60;90;4;4;4;5;5;5;1;5;3;3;1;1;5;1;5;5;4;4;4;1;5;5;3;2;2;3;1;3;3;4;3;3;4;4;4;2;3;2;2;2;3;1;1;1;1;2;2;2;2;2;4;3;4;3;3;4;3;4;4;5;2;2
SoSe21;19;2;3;1;Baden-Wuerttemberg;168;160;3;5;5;5;5;2;1;5;1;2;1;1;1;1;4;5;3;2;4;1;2;2;1;2;2;1;1;1;2;3;4;2;2;3;4;2;2;4;1;1;2;1;4;1;2;1;1;2;3;2;2;3;2;3;2;3;4;3;4;5;4;3
SoSe21;28;1;2;3;Baden-Wuerttemberg;1;5;1;1;5;1;5;1;1;2;1;1;1;1;1;1;4;4;2;2;1;2;4;4;2;2;2;2;3;3;3;4;3;4;3;4;2;1;2;1;2;2;1;2;2;2;1;1;1;2;1;2;1;1;2;1;1;2;1;1;5;3;1;2
SoSe21;19;1;1;1;Baden-Wuerttemberg;47;42;2;2;1;5;5;1;1;3;1;1;1;1;1;1;5;4;2;1;2;2;3;1;1;2;3;2;3;5;5;3;4;1;2;5;3;1;2;2;1;3;1;3;2;4;3;2;3;2;1;3;4;1;4;2;2;3;4;2;3;4;3;3
SoSe21;19;2;1;1;Bayern;8;15;3;3;5;1;5;1;1;4;1;2;1;1;1;1;4;3;1;2;1;4;5;2;2;2;2;2;3;2;2;5;4;3;3;3;3;2;4;4;4;3;2;2;2;3;2;1;1;2;2;2;4;1;2;1;3;3;3;4;5;3;2;2
SoSe21;21;1;1;3;Baden-Wuerttemberg;28;40;4;1;1;5;5;1;1;5;1;1;1;1;1;1;5;5;1;1;4;1;2;1;1;2;1;2;4;-99;-99;2;3;2;1;3;3;1;2;2;2;1;3;3;1;5;2;3;4;3;4;2;5;2;4;1;1;5;1;4;4;3;2;3
SoSe21;20;2;1;1;Baden-Wuerttemberg;1;8;3;3;1;5;3;1;1;4;1;2;1;1;1;1;4;4;2;1;3;2;3;3;1;2;2;2;2;2;2;3;3;2;2;3;3;1;2;2;2;2;1;2;1;3;2;1;1;2;1;3;1;1;3;3;3;3;2;3;4;4;2;3
SoSe21;20;1;1;1;Baden-Wuerttemberg;7;15;2;3;5;1;5;1;1;5;1;3;1;1;1;1;5;5;1;4;4;1;2;2;1;2;1;2;1;3;3;4;3;1;3;2;2;3;1;2;2;1;1;2;3;1;2;2;3;2;2;2;3;2;3;2;3;2;1;2;4;5;2;3
SoSe21;34;1;2;3;Baden-Wuerttemberg;31;45;3;1;2;-99;5;1;1;5;1;1;1;1;1;1;5;5;4;4;2;2;4;1;1;1;1;2;1;2;2;3;3;5;1;2;2;3;1;4;1;1;1;2;3;1;1;2;1;3;1;1;1;1;1;1;4;5;3;5;5;1;3;1
