Semester;Alter;Geschlecht;Studiengang;Schulabschluss;Bundesland;Entfernung;Fahrtdauer;HaeufSmartphone;HaeufMobInternet;HaeufNotebook;HaeufDesktopPC;HaeufStatInternet;HaeufTabletPC;HaeufEBookReader;HaeufWhatsApp;HaeufFacebook;HaeufInstagram;HaeufTwitter;HaeufXing;HaeufLinkedIn;HaeufAndere;QuelleLV;QuelleMoodle;QuelleBuecher;QuelleAufsaetze;QuelleGespraeche;QuelleWikipedia;QuelleLehrvideos;QuelleVortraege;QuelleAndere;BewertVortraege;BewertFolien;BewertGruppenarb;BewertBegleitmat;BewertBibliothek;BewertLernwelt;OVS_Sal1;OVS_Reac1;OVS_Mon1;OVS_Sal2;OVS_Reac2;OVS_Mon2;OVS_Sal3;OVS_Reac3;OVS_Mon3;OVS_Sal4;OVS_Reac4;OVS_Mon4;N_Manip1;N_Angeb1;N_Einzig1;N_Angeb2;N_Einzig2;N_Ueberh1;N_Manip2;N_Anspr1;N_Ueberh2;N_Einzig3;N_Anspr2;N_Anspr3;N_Aut1;N_Aut2;N_Aut3;N_Anspr4;N_Ueberh3;IKU1;IKU2;EKU1;EKU2
WiSe19;18;2;4;1;Baden-Wuerttemberg;40;65;4;4;5;1;5;1;1;4;1;1;1;1;1;1;5;5;4;2;4;4;4;1;1;2;1;1;1;3;2;5;5;3;3;4;4;1;1;1;4;2;2;1;1;5;1;2;4;1;1;4;3;3;5;2;2;5;4;1;4;5;3;1
WiSe19;21;2;4;1;Baden-Wuerttemberg;10;15;2;2;5;1;5;1;1;3;1;1;1;1;1;1;5;5;2;2;3;4;5;2;4;2;2;2;1;2;4;2;2;2;3;2;2;1;1;1;1;1;1;1;1;1;1;3;1;2;2;3;3;1;4;1;1;5;5;4;5;5;1;3
WiSe19;19;1;3;1;Baden-Wuerttemberg;10;60;2;3;5;1;4;5;1;5;1;2;1;2;1;1;4;5;3;3;3;2;4;3;3;2;2;1;1;1;3;4;4;3;4;4;4;2;3;4;4;3;4;4;4;5;4;3;4;5;5;4;4;5;5;3;4;4;2;5;5;4;2;3
WiSe19;25;2;3;1;Baden-Wuerttemberg;1;5;3;3;5;1;5;1;1;5;2;3;1;1;1;1;3;4;3;2;4;2;5;2;1;2;2;4;3;2;1;3;2;1;2;4;2;1;1;2;2;1;2;4;1;1;1;2;2;1;2;2;1;1;4;4;3;5;3;5;5;5;2;3
WiSe19;19;2;4;1;Baden-Wuerttemberg;30;30;4;4;5;1;5;1;1;4;1;2;1;1;1;3;5;5;1;2;3;4;5;1;2;2;2;2;1;2;3;4;4;4;3;4;4;2;2;4;2;2;3;3;2;1;3;3;2;4;3;3;3;3;2;2;3;4;3;2;4;4;2;2
WiSe19;18;2;3;1;Baden-Wuerttemberg;4;20;5;3;5;1;5;1;4;2;1;2;1;1;1;2;4;4;3;3;1;1;2;2;1;3;2;2;2;1;1;4;3;2;2;4;3;1;2;1;3;2;1;4;4;4;2;4;3;4;2;3;4;4;4;5;3;4;2;4;5;4;1;2
WiSe19;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
WiSe19;21;2;4;3;Baden-Wuerttemberg;10;10;3;4;3;1;1;4;1;5;1;2;1;1;1;1;4;5;3;3;2;2;4;3;4;2;3;4;3;2;2;3;4;2;3;4;2;1;2;1;1;3;1;2;3;1;1;1;1;3;1;2;4;2;4;2;2;1;3;4;4;4;2;2
WiSe19;20;2;4;3;Baden-Wuerttemberg;3;40;2;2;5;1;1;1;1;5;2;1;1;1;1;3;5;2;3;4;5;2;4;4;2;2;3;5;4;2;3;3;4;1;3;5;2;1;3;4;3;3;2;5;5;4;3;5;4;3;5;5;4;5;4;5;5;5;2;5;4;5;3;3
WiSe19;19;1;3;1;Nordrhein-Westfalen;12;30;3;2;5;5;5;1;1;5;1;2;1;1;1;2;5;5;2;3;5;5;3;2;2;2;4;2;2;2;1;4;3;4;3;3;4;2;4;3;5;2;3;4;2;2;3;3;1;2;2;4;1;3;3;4;4;2;3;5;4;5;3;2
WiSe19;20;2;4;1;Baden-Wuerttemberg;35;75;2;3;5;1;3;1;1;3;1;1;1;1;1;1;5;5;2;3;4;2;5;2;1;1;1;2;2;1;2;3;4;4;4;5;5;2;4;5;4;3;3;2;3;4;2;3;4;4;1;5;4;2;4;4;2;3;5;4;5;4;2;2
WiSe19;19;2;4;2;-99;61;50;1;3;5;1;5;5;1;3;2;2;1;1;1;1;5;5;5;3;2;2;4;1;1;1;1;2;1;1;1;2;3;4;4;5;4;1;2;3;2;3;3;3;1;3;-99;2;2;5;1;2;3;3;2;4;4;4;5;4;5;5;2;1
WiSe19;23;1;4;2;Baden-Wuerttemberg;35;90;2;1;5;1;5;2;1;3;1;2;1;1;1;1;5;5;2;3;4;2;5;3;1;1;1;2;4;1;2;4;4;3;4;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
WiSe19;18;2;3;1;Baden-Wuerttemberg;15;45;3;5;5;1;5;1;1;4;2;1;1;1;1;5;5;5;2;3;3;2;4;2;4;3;2;2;2;2;1;4;5;5;5;5;5;2;3;4;4;3;4;1;2;1;3;2;1;1;4;1;3;1;4;1;3;3;1;2;4;4;3;3
WiSe19;25;1;3;3;Baden-Wuerttemberg;15;15;5;5;5;1;5;1;1;5;1;3;1;1;1;3;5;5;3;2;3;2;5;3;3;1;1;1;1;1;1;3;4;2;3;5;3;2;1;3;3;1;1;5;1;1;1;1;1;1;1;1;5;1;5;1;1;5;1;3;5;5;1;3
WiSe19;20;2;3;1;Baden-Wuerttemberg;15;30;3;1;5;1;3;1;1;5;3;4;1;1;1;1;4;4;4;3;3;2;4;1;3;2;2;2;3;2;2;2;4;1;2;3;2;2;2;4;1;2;3;2;2;2;3;3;3;3;2;2;3;3;4;4;3;3;2;4;3;5;3;3
WiSe19;24;2;3;1;Baden-Wuerttemberg;10;20;3;4;1;5;4;1;1;5;1;1;1;1;1;1;4;4;4;3;4;2;4;3;3;1;2;1;1;1;1;2;4;3;3;4;3;3;3;4;3;3;3;3;2;2;2;4;3;4;3;3;4;4;4;3;4;4;4;4;4;5;2;2
WiSe19;19;2;3;1;Baden-Wuerttemberg;7;25;3;4;5;1;5;3;1;4;1;2;1;1;1;1;5;5;4;3;4;3;4;4;1;2;3;2;1;1;3;3;4;2;2;2;1;1;2;2;3;1;3;1;4;1;1;1;2;2;2;2;2;1;3;3;3;4;3;4;4;5;1;2
WiSe19;21;1;4;1;Baden-Wuerttemberg;1;7;5;5;5;1;5;1;1;5;1;1;1;1;1;2;3;5;2;2;3;5;3;3;3;2;1;4;1;3;4;4;5;3;4;5;3;1;2;3;3;3;2;4;2;2;1;2;5;3;5;5;5;5;5;2;4;4;3;4;3;4;2;1
WiSe19;18;2;4;2;Baden-Wuerttemberg;8;15;3;3;5;4;3;1;1;5;1;1;1;1;1;2;2;4;1;1;3;3;2;2;1;3;2;2;2;2;4;2;3;2;2;3;2;3;2;3;3;3;3;3;2;3;1;3;3;4;3;3;4;3;3;3;3;3;3;3;3;4;2;3
WiSe19;20;2;3;3;Baden-Wuerttemberg;50;90;4;5;5;1;5;5;1;5;1;4;1;1;1;1;4;5;3;1;4;4;4;1;1;2;2;2;3;1;1;2;3;1;2;2;1;1;2;1;2;2;1;1;2;1;1;1;2;3;1;1;1;2;1;1;3;2;1;3;5;5;3;3
WiSe19;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
WiSe19;25;2;3;1;Baden-Wuerttemberg;15;45;3;5;5;1;5;5;3;4;1;3;1;1;1;1;4;4;5;2;3;2;5;1;2;3;2;2;3;1;3;3;4;2;1;4;1;1;2;3;3;2;2;1;2;1;1;1;3;2;4;1;3;3;4;4;2;5;1;4;5;5;2;2
WiSe19;27;1;3;3;Baden-Wuerttemberg;3;20;5;5;5;-99;1;1;1;5;2;3;1;1;1;1;5;5;2;3;4;3;1;2;2;3;2;2;3;2;2;5;4;3;4;3;3;2;3;5;4;2;2;1;1;3;2;4;4;4;3;4;4;1;2;4;2;3;4;4;2;2;4;5
WiSe19;-99;2;4;1;Baden-Wuerttemberg;9;20;2;3;2;-99;4;1;1;2;3;2;1;1;2;-99;4;4;2;2;3;5;-99;4;-99;3;4;2;3;1;1;2;2;3;4;4;4;4;4;3;4;4;3;1;2;1;2;1;4;4;3;1;1;2;3;2;2;-99;2;3;3;4;1;2
WiSe19;17;2;4;1;Baden-Wuerttemberg;28;40;2;5;4;1;5;5;1;2;2;3;2;1;1;1;5;4;3;4;5;2;2;3;2;2;2;2;1;2;2;5;4;3;2;4;4;2;2;3;3;1;4;3;2;1;3;2;1;4;2;3;3;4;2;3;4;3;3;4;3;4;2;3
WiSe19;18;2;4;1;Baden-Wuerttemberg;30;60;1;5;4;1;4;4;1;2;1;2;1;1;1;1;4;5;1;1;2;2;3;1;1;2;2;1;2;1;3;3;4;3;2;4;3;1;2;2;2;3;2;2;2;2;2;1;1;3;2;2;2;1;3;1;3;2;3;1;4;3;3;2
WiSe19;21;2;3;1;Baden-Wuerttemberg;8;30;2;2;5;1;1;1;1;4;1;3;1;1;1;1;4;5;3;1;5;3;4;1;1;1;2;2;1;1;4;4;3;3;2;2;4;2;1;4;3;2;3;1;2;4;1;3;3;4;4;4;3;2;4;2;3;4;4;5;4;5;2;3
WiSe19;19;2;4;1;Baden-Wuerttemberg;26;60;3;2;5;1;4;1;1;3;1;1;1;1;1;2;5;5;3;2;3;1;4;2;1;2;1;2;1;1;3;3;4;1;2;3;1;1;2;2;3;1;2;2;1;3;2;2;2;3;1;3;2;2;2;2;1;3;3;2;4;5;2;2
WiSe19;20;2;3;1;Baden-Wuerttemberg;20;20;3;4;5;1;5;3;1;4;2;3;1;1;1;1;3;3;4;2;3;2;2;2;-99;3;4;2;2;1;5;3;2;1;1;2;2;1;1;2;2;1;1;2;2;2;1;2;2;2;2;2;3;2;2;2;3;3;2;4;4;5;2;2
WiSe19;23;1;4;1;Baden-Wuerttemberg;0;5;5;5;5;1;1;1;1;5;1;1;1;1;1;1;5;5;1;1;3;1;3;1;1;2;2;4;2;2;2;4;4;4;4;5;5;3;4;5;4;4;4;4;1;5;1;1;3;4;1;4;5;4;1;5;4;3;3;4;3;5;2;3
WiSe19;24;1;3;3;Bayern;8;30;5;2;5;1;4;1;1;5;1;3;1;1;1;1;5;5;4;3;3;1;5;1;2;3;2;2;2;1;2;4;5;3;4;5;4;3;4;4;3;4;4;1;1;1;1;1;1;1;1;2;1;1;4;1;2;3;4;3;4;4;2;1
WiSe19;19;2;2;1;Baden-Wuerttemberg;50;100;4;5;5;1;5;1;1;4;1;2;1;1;1;1;3;5;1;1;1;1;1;1;1;3;3;3;2;2;2;3;2;3;1;3;3;2;1;1;1;1;2;2;1;1;1;2;1;1;1;2;3;1;2;2;1;2;4;3;5;5;1;2
WiSe19;18;2;3;1;Hessen;12;35;4;4;5;1;3;1;1;5;1;3;1;1;1;1;5;5;3;2;4;2;3;4;2;2;2;1;3;2;2;4;5;4;4;5;5;3;3;3;3;3;2;4;2;1;2;1;2;2;2;3;2;1;3;2;2;3;4;3;5;4;3;4
WiSe19;28;2;1;1;Nordrhein-Westfalen;14;45;4;4;4;4;5;4;1;4;2;1;1;1;1;1;5;5;3;2;4;2;2;3;2;2;1;1;1;4;5;3;3;2;2;3;3;1;2;1;4;3;2;3;2;1;2;4;1;2;1;3;2;1;2;1;2;2;1;1;4;3;2;3
WiSe19;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
WiSe19;22;2;1;3;Nordrhein-Westfalen;0;2;2;3;5;1;3;5;1;4;1;1;1;1;1;1;4;4;3;1;3;1;2;2;1;2;2;1;1;2;2;4;3;3;4;3;3;2;2;3;3;2;2;2;2;1;3;3;1;3;2;3;2;2;3;2;1;3;3;2;2;4;1;5
WiSe19;25;1;4;1;Nordrhein-Westfalen;20;40;4;4;5;-99;4;5;2;3;1;2;1;1;1;1;5;5;3;2;4;2;3;1;1;2;2;3;2;2;2;3;3;2;2;3;2;1;2;2;2;2;2;3;3;2;2;3;4;3;2;2;5;4;4;4;3;5;4;4;5;5;1;1
WiSe19;20;1;4;1;Baden-Wuerttemberg;60;70;2;5;5;2;4;1;1;2;1;1;1;1;1;5;4;5;2;1;4;1;2;2;3;3;4;4;2;1;3;3;4;3;2;3;2;1;3;2;3;2;2;5;3;1;2;4;3;5;4;4;3;5;1;3;5;4;2;5;4;5;2;1
WiSe19;27;1;1;3;Baden-Wuerttemberg;15;30;5;5;3;1;5;1;1;3;1;1;1;1;1;1;5;4;2;1;3;1;3;2;2;1;3;2;2;3;2;2;4;2;2;3;3;5;2;3;3;4;3;4;2;3;4;3;2;4;2;3;5;4;3;4;4;3;4;3;3;5;3;4
WiSe19;19;2;4;1;Baden-Wuerttemberg;1;10;5;3;3;5;4;1;1;5;2;3;1;1;1;4;3;5;3;2;5;4;4;4;4;1;1;2;1;2;1;4;4;3;5;5;4;3;4;4;4;4;5;1;2;3;4;3;2;3;2;4;3;3;2;3;2;3;2;3;4;4;2;3
WiSe19;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
WiSe19;19;2;3;1;Baden-Wuerttemberg;19;50;5;2;5;2;5;1;1;5;1;3;1;1;1;2;4;5;4;2;4;1;5;3;3;3;3;2;2;2;2;4;3;3;2;4;3;1;1;3;3;1;3;3;2;1;1;2;2;2;2;3;2;3;3;2;3;2;3;3;2;4;3;4
WiSe19;21;1;1;1;Baden-Wuerttemberg;8;30;4;5;3;1;1;5;1;4;1;1;1;1;1;1;5;4;1;1;3;1;3;4;1;3;2;2;1;2;-99;4;3;3;2;3;2;1;3;1;4;2;2;2;2;1;1;3;3;2;3;4;3;2;5;2;3;4;2;1;4;4;2;3
WiSe19;20;1;3;1;Bayern;10;40;3;4;5;5;5;5;1;5;2;2;1;1;1;2;4;5;2;3;4;2;3;4;2;2;2;1;2;1;2;4;4;3;4;5;4;2;2;3;2;3;2;3;4;3;2;4;4;4;3;3;4;3;4;4;2;4;3;4;5;5;3;2
WiSe19;29;1;3;2;Baden-Wuerttemberg;44;90;3;1;5;4;5;4;1;5;1;1;1;1;1;1;5;5;4;3;2;1;4;3;1;2;3;1;3;1;1;3;4;4;3;5;5;1;4;4;4;4;3;3;4;1;4;3;2;2;3;2;3;3;2;2;3;4;3;4;4;4;2;5
WiSe19;20;2;1;1;Baden-Wuerttemberg;5;15;5;5;5;1;5;1;1;5;2;3;1;1;1;1;4;5;2;1;4;1;3;2;1;2;3;2;2;2;2;4;4;4;4;4;4;2;3;4;4;3;3;2;3;3;2;3;3;1;3;3;4;1;4;2;2;3;4;3;4;4;2;3
WiSe19;25;2;1;1;Baden-Wuerttemberg;13;50;4;4;4;3;3;1;3;3;1;2;1;1;2;1;2;3;4;4;2;1;3;2;3;4;4;3;2;2;3;3;4;2;2;5;4;1;3;4;4;3;2;1;1;1;1;3;3;1;1;3;5;1;2;4;2;5;3;3;4;5;3;2
WiSe19;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
WiSe19;18;2;3;1;Bayern;1;10;5;5;5;1;5;2;1;5;1;2;1;1;1;1;4;5;3;1;5;2;3;2;1;2;2;1;2;1;1;2;3;2;2;3;2;1;1;2;3;2;1;3;1;3;2;1;3;3;2;1;3;1;4;3;2;3;3;4;5;5;2;3
WiSe19;21;1;4;1;Baden-Wuerttemberg;10;20;4;1;1;1;4;5;1;5;1;1;1;1;1;1;5;5;2;3;5;2;4;3;3;1;2;1;1;1;1;3;3;3;1;1;3;1;1;4;2;1;1;5;1;2;1;4;4;4;1;4;4;1;4;5;3;5;1;3;5;5;1;2
WiSe19;19;1;4;1;Baden-Wuerttemberg;50;60;2;3;5;1;5;1;1;3;1;1;1;1;1;1;5;5;2;1;4;2;4;1;1;2;2;3;2;1;1;4;3;3;2;5;4;2;3;3;3;1;3;2;3;2;3;4;3;4;4;4;4;3;4;3;4;5;3;3;4;5;2;2
WiSe19;20;2;1;1;Baden-Wuerttemberg;14;45;3;5;5;2;1;1;1;5;2;1;1;1;1;1;4;3;3;2;3;1;3;5;3;1;2;2;1;1;1;3;4;4;2;4;4;1;2;4;3;2;3;2;1;4;2;3;3;1;2;3;4;1;5;2;1;3;3;2;3;4;2;4
WiSe19;22;1;3;1;Baden-Wuerttemberg;12;35;4;4;5;1;4;-99;1;5;1;3;1;1;1;1;4;5;3;2;4;2;5;3;1;2;2;1;2;1;3;4;4;4;4;4;4;3;2;3;4;3;2;3;2;5;3;2;4;3;1;2;4;3;4;4;4;4;3;4;4;4;-99;-99
WiSe19;20;2;3;2;Baden-Wuerttemberg;53;45;5;5;5;1;5;1;1;4;1;3;1;1;1;2;3;4;2;1;4;5;5;2;1;2;2;1;1;1;3;4;5;1;4;4;4;2;2;5;3;3;1;2;1;4;2;4;4;2;1;1;4;1;3;1;1;4;2;2;3;5;1;1
WiSe19;21;2;1;1;Nordrhein-Westfalen;1;10;5;5;5;2;5;2;1;5;1;2;1;1;1;1;5;5;4;1;4;2;1;2;1;1;2;1;3;1;1;3;1;1;2;5;1;1;3;3;1;1;1;1;1;1;2;1;2;2;2;1;4;1;5;2;1;2;1;3;4;5;1;4
WiSe19;30;2;1;3;Baden-Wuerttemberg;30;65;5;3;4;3;5;1;1;3;4;4;1;1;1;3;5;5;5;-99;2;3;5;5;4;5;5;4;5;4;4;4;3;3;3;2;3;4;3;2;4;3;4;1;3;1;3;3;3;3;4;2;2;2;3;3;2;1;2;3;4;4;2;2
WiSe19;20;2;2;1;Baden-Wuerttemberg;50;90;2;1;5;1;5;1;1;5;1;1;1;1;1;1;4;5;2;2;5;3;2;2;1;2;1;2;1;2;2;2;1;1;1;2;1;1;1;1;1;1;1;2;2;1;2;2;2;1;1;3;4;2;1;1;1;1;2;1;5;5;2;1
WiSe19;22;2;2;1;Baden-Wuerttemberg;10;30;4;4;5;2;5;1;1;5;1;4;1;1;1;1;5;5;4;2;4;2;2;2;2;2;1;2;1;3;2;4;4;2;3;4;3;2;2;1;3;3;2;1;2;1;2;1;2;3;2;2;3;3;4;2;1;3;4;3;2;2;4;4
WiSe19;24;2;2;1;Baden-Wuerttemberg;25;60;2;1;5;1;1;1;1;4;1;1;1;1;1;1;4;4;4;3;3;2;3;1;3;2;2;2;2;3;3;1;1;1;1;2;1;1;2;2;1;1;1;1;3;3;2;1;3;1;1;3;5;2;2;1;2;3;1;2;4;4;2;3
WiSe19;21;2;2;3;Baden-Wuerttemberg;110;90;2;1;5;1;1;1;1;2;1;1;1;1;1;1;4;5;2;2;3;1;3;1;2;2;2;3;1;2;1;2;1;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;1;2;1;2;3;1;1;1;2;1;3;1;4;5;2;2
WiSe19;20;1;4;1;Baden-Wuerttemberg;20;30;2;3;3;2;4;3;1;1;4;2;4;-99;1;3;1;-99;2;2;3;1;3;2;2;2;3;3;2;2;2;1;2;3;4;4;4;2;3;2;-99;3;2;1;3;2;2;3;3;2;3;3;2;3;3;3;2;2;2;3;1;2;3;4
WiSe19;20;2;2;3;Baden-Wuerttemberg;40;90;1;1;5;3;5;1;1;3;1;1;1;1;1;1;5;5;2;2;3;1;1;2;1;2;2;3;1;3;4;2;2;2;2;1;1;2;2;2;1;1;2;4;4;1;2;2;1;2;2;1;1;3;4;2;4;1;5;2;2;3;4;5
WiSe19;19;1;1;1;Nordrhein-Westfalen;2;20;4;4;4;5;5;1;1;5;1;1;1;1;1;2;5;4;1;1;4;2;4;2;1;2;1;1;3;2;2;2;3;1;2;5;4;1;2;3;1;4;1;1;4;5;4;2;4;1;4;3;3;1;5;3;3;5;1;2;5;5;1;2
WiSe19;23;1;4;1;Baden-Wuerttemberg;15;20;3;5;5;1;5;1;1;5;1;2;1;1;1;1;4;5;2;3;5;2;5;4;1;3;2;2;2;2;3;3;3;2;2;2;3;1;2;2;2;2;1;4;2;1;1;3;4;3;4;4;3;2;5;3;3;5;1;3;5;5;1;2
WiSe19;23;1;4;3;Baden-Wuerttemberg;50;60;2;5;5;1;5;1;1;4;1;1;1;2;1;1;3;2;2;5;2;1;3;3;1;2;3;2;2;2;1;2;2;1;1;2;1;1;1;1;1;1;1;3;3;1;1;1;2;3;1;-99;1;1;4;2;3;5;1;5;5;5;1;1
WiSe19;20;2;2;1;Baden-Wuerttemberg;35;60;5;4;2;5;4;1;1;5;1;1;2;1;1;4;5;5;2;2;4;3;3;3;1;2;1;3;2;1;4;3;4;4;3;4;4;1;2;3;2;1;2;2;1;3;2;2;3;2;4;3;4;1;2;1;1;2;3;2;4;3;2;5
WiSe19;20;2;1;1;Baden-Wuerttemberg;1;7;3;1;5;1;4;1;1;4;1;2;1;1;1;1;5;5;2;1;4;2;3;2;2;1;2;2;2;2;2;4;4;3;3;4;3;2;3;3;4;4;4;2;1;2;2;3;2;1;1;2;3;1;1;1;2;1;1;2;4;4;3;2
WiSe19;19;1;4;3;Baden-Wuerttemberg;30;40;3;3;5;2;4;1;1;5;1;1;1;1;1;1;5;5;2;1;3;1;4;1;1;2;2;4;3;2;2;3;4;3;4;4;4;3;3;3;3;3;4;2;3;3;1;2;4;3;3;3;2;2;3;2;2;3;3;3;3;5;2;2
WiSe19;20;2;2;1;Baden-Wuerttemberg;60;90;2;4;5;1;5;4;1;3;1;2;1;1;1;1;3;4;2;1;3;1;1;1;2;2;2;2;1;1;4;2;3;2;1;2;2;2;2;2;2;2;2;1;3;1;2;1;2;2;2;2;1;1;2;1;1;2;1;2;3;4;2;3
WiSe19;20;1;1;1;-99;13;40;5;5;5;1;5;4;1;5;3;4;1;1;1;3;4;5;2;3;4;4;5;3;2;2;2;1;3;3;3;3;2;4;3;4;5;2;4;3;5;3;5;1;2;2;1;2;3;4;3;4;3;2;3;2;3;5;3;4;4;4;2;3
WiSe19;23;1;4;1;Niedersachsen;10;25;5;4;5;3;5;4;1;4;1;1;1;1;1;1;3;4;2;3;2;1;1;4;1;3;3;3;3;3;1;1;2;5;2;3;3;1;2;3;1;1;4;4;2;1;1;1;3;5;4;4;4;5;1;3;3;4;3;4;4;4;1;1
WiSe19;22;1;2;1;Baden-Wuerttemberg;15;25;5;3;5;3;3;1;1;5;1;1;1;1;1;1;5;5;3;2;3;3;4;2;1;2;2;2;1;2;2;3;4;2;3;4;2;2;2;4;2;3;2;1;2;1;3;2;1;2;2;2;2;2;2;2;3;2;3;2;3;3;3;3
WiSe19;19;1;1;1;Baden-Wuerttemberg;35;55;2;2;5;1;1;5;1;4;1;1;1;1;1;1;5;5;2;1;4;2;3;2;2;3;4;3;3;1;2;3;2;2;4;4;3;2;1;4;4;1;2;3;2;2;3;3;2;4;3;4;4;2;1;2;1;3;1;1;4;4;2;1
WiSe19;23;1;4;1;Baden-Wuerttemberg;10;20;2;2;5;1;4;1;1;3;1;1;1;1;1;1;5;5;2;2;3;2;3;2;2;1;1;2;2;2;2;4;3;2;3;2;2;2;2;2;2;2;2;3;3;1;1;3;3;3;2;3;4;3;3;3;3;4;4;3;3;5;2;4
WiSe19;22;1;4;3;Baden-Wuerttemberg;45;80;2;1;3;3;4;5;1;4;1;1;1;2;1;1;5;5;2;1;3;1;3;2;2;2;2;3;2;1;2;4;4;4;4;4;4;4;3;3;3;2;3;5;5;3;1;1;5;5;5;4;1;5;5;1;1;5;5;3;4;4;2;2
WiSe19;22;2;2;3;Berlin;19;30;4;4;5;1;4;1;1;5;1;1;1;1;1;2;5;5;5;5;5;2;4;1;1;1;1;1;1;1;2;2;3;5;3;1;2;1;1;1;3;2;1;3;1;5;1;1;2;2;3;1;5;1;2;1;1;1;1;2;4;2;2;5
WiSe19;19;1;4;1;Baden-Wuerttemberg;30;40;4;4;5;3;4;5;1;5;2;4;1;1;4;3;5;5;2;3;5;3;4;4;3;2;1;4;1;1;3;3;3;4;5;4;4;5;5;3;4;4;5;4;2;2;2;2;2;4;3;3;3;3;4;3;4;3;3;3;4;4;2;2
WiSe19;19;1;4;1;Baden-Wuerttemberg;25;20;3;5;4;4;5;5;1;3;1;1;1;1;1;1;5;4;1;2;3;1;3;1;1;2;3;3;3;2;3;2;3;2;2;4;4;1;1;3;2;1;2;1;2;1;1;2;2;3;3;3;3;3;1;3;3;3;2;3;4;4;1;2
WiSe19;21;1;4;1;Baden-Wuerttemberg;25;25;3;3;4;2;5;5;1;5;1;2;1;1;1;1;5;5;2;2;4;3;3;1;1;2;2;3;1;2;2;4;3;4;4;4;3;2;2;3;4;2;3;4;2;3;3;3;3;5;2;3;2;4;3;4;4;3;3;4;5;4;1;1
WiSe19;20;2;4;1;Baden-Wuerttemberg;60;45;2;2;5;1;5;1;1;5;1;1;1;1;1;1;3;5;2;2;4;3;4;1;3;3;2;2;1;1;1;2;2;4;3;5;5;1;3;5;2;2;5;4;3;1;2;2;2;5;4;3;1;4;5;4;5;5;1;4;3;4;2;5
WiSe19;18;1;4;3;Baden-Wuerttemberg;13;20;3;5;5;1;5;1;1;5;1;1;1;1;1;2;5;5;1;1;4;1;2;1;3;3;1;2;2;3;4;3;4;3;2;2;3;1;1;3;1;2;2;2;1;3;2;3;4;3;4;3;4;2;5;3;2;4;1;4;5;4;2;3
WiSe19;18;1;3;1;Baden-Wuerttemberg;22;38;2;2;4;-99;5;1;1;4;1;2;1;1;1;3;4;4;2;1;3;4;3;1;2;2;2;3;2;3;3;4;5;3;5;4;4;2;3;5;5;4;4;2;4;5;4;1;5;2;3;4;4;5;4;5;4;5;5;4;3;5;4;3
WiSe19;20;2;4;1;Baden-Wuerttemberg;26;30;4;2;5;1;4;1;1;3;2;1;1;1;1;1;5;5;1;1;4;3;4;1;2;2;2;3;2;1;2;3;4;3;2;4;3;1;3;3;2;2;2;1;2;1;1;1;2;1;1;2;3;1;1;1;1;3;1;2;4;4;1;2
